Price,Close,High,Low,Open,Volume
Ticker,EWZ,EWZ,EWZ,EWZ,EWZ
Date,,,,,
2019-02-22,29.912206649780273,30.05448379120526,29.695402648225755,29.790254075842412,21582500
2019-02-25,29.756376266479492,30.203537425991275,29.729277704742536,30.176436279746763,22945400
2019-02-26,29.878328323364258,29.973182333579672,29.695402050646173,29.878328323364258,15693800
2019-02-27,29.918977737426758,30.054480871360862,29.641197475890138,29.783474603492657,17233200
2019-02-28,29.13306427001953,29.695401402306743,29.119513697427465,29.66830025712261,30507000
2019-03-01,28.69267463684082,29.017883152574367,28.584272659765304,28.862052887553002,30186900
2019-03-04,28.706228256225586,28.76043054277423,28.353921147181204,28.69945426266064,18768700
2019-03-05,28.923032760620117,29.09918761060693,28.557177657776975,28.692678207603976,15167500
2019-03-06,28.116790771484375,28.997557194412583,28.00838878996255,28.923030347521248,34452700
2019-03-07,27.89999008178711,28.245520630768578,27.601885243753934,28.22519606450714,34958500
2019-03-08,28.23196792602539,28.27261963998519,27.79158598841,27.88643740314232,35364800
2019-03-11,29.18048858642578,29.221140302258014,28.638478631199337,28.638478631199337,32570500
2019-03-12,29.322765350341797,29.492143620774932,29.18048822345972,29.24823849783005,20364100
2019-03-13,29.641197204589844,29.844450611377003,29.09918725832166,29.21436324118171,28651500
2019-03-14,29.27533721923828,29.539566885731325,28.990782989017177,29.505691751348873,24990200
2019-03-15,29.600549697875977,29.769927991697784,29.417620830407508,29.444721977700834,26606100
2019-03-18,30.081586837768555,30.16966169211478,29.607327085218902,29.64120222800651,24192200
2019-03-19,30.04770851135254,30.488093112333765,29.97318423250884,30.16966109056249,24377000
2019-03-20,29.817352294921875,30.372915450090446,29.627649441869092,29.912206305955802,32752900
2019-03-21,29.13306427001953,29.695401402306743,28.509753437829204,29.641199111938477,65808200
2019-03-22,27.3918514251709,28.26584383550328,27.344425720843443,28.035489306838322,77966800
2019-03-25,27.73737907409668,27.96773357907775,27.446048300605725,27.49347658456389,38969800
2019-03-26,28.19809341430664,28.286170837582706,27.696735186904693,28.06259028261437,36051200
2019-03-27,26.612714767456055,27.473156747785673,26.578839628050904,27.34443018424312,77111600
2019-03-28,27.561233520507812,27.744162370341712,26.558514427887,26.585615572567743,63285400
2019-03-29,27.77126693725586,28.225199536312758,27.669638924433233,27.83901722279913,37980900
2019-04-01,28.320045471191406,28.591051729760736,28.20486949122914,28.347146613949786,32593700
2019-04-02,28.299718856811523,28.530073384560207,27.981286913730603,28.4961982508192,28810700
2019-04-03,27.89999008178711,28.719780324758904,27.78481150912168,28.597827758175466,31307800
2019-04-04,28.523298263549805,28.604601690088135,27.76448437407559,27.825460651725752,32380900
2019-04-05,28.65203285217285,28.862060282786132,28.3742525532104,28.448779416140656,25001000
2019-04-08,28.895936965942383,28.97046124167432,28.55718038995013,28.726558677946258,25163600
2019-04-09,28.50975799560547,28.679136303323162,28.231975089820903,28.638484579048082,25172800
2019-04-10,28.62492561340332,28.841729576969122,28.455547355335845,28.658800748115397,18535300
2019-04-11,28.09646987915039,28.50297671685127,27.866115315251243,28.428449860221036,27271400
2019-04-12,27.31732940673828,28.08291997323902,27.127626555909163,27.757713978457314,54610300
2019-04-15,27.52058219909668,27.737386190644376,27.364754491703486,27.696737057546336,22905100
2019-04-16,27.635761260986328,27.97451782681992,27.364754974516455,27.39185612006494,26447600
2019-04-17,27.1343994140625,27.83223967162473,26.76854171605986,27.811912520952987,41485600
2019-04-18,27.41217613220215,27.8322360648846,27.02599391807997,27.229247306906316,37319100
2019-04-22,27.432506561279297,27.642533968233593,27.21569999149224,27.412179410810506,20155800
2019-04-23,27.872888565063477,28.055817412496967,27.48670630420634,27.615432862989593,29271700
2019-04-24,27.161500930786133,27.66963576791645,26.93792036188523,27.66963576791645,33678700
2019-04-25,27.832244873046875,27.86612001782067,27.03277905074754,27.215705349427598,29817800
2019-04-26,27.94741439819336,28.082917530358785,27.71028585528433,27.845786402942473,49112600
2019-04-29,27.93386459350586,28.24551999688836,27.845787167503904,28.164219149159738,16698800
2019-04-30,28.04226303100586,28.116789875522343,27.642530252286825,27.99483732713301,27081900
2019-05-01,27.574785232543945,28.25907236471688,27.534133513842654,28.08969408022276,26663200
2019-05-02,27.540910720825195,27.689961857115147,27.439282714007323,27.540910720825195,22873800
2019-05-03,27.906761169433594,27.9745140240948,27.730608916328737,27.818686335134736,19024700
2019-05-06,27.41217613220215,27.50025354834615,27.242797877429012,27.256348447951712,19949000
2019-05-07,27.18182373046875,27.181823730468754,26.490760086748285,26.95146918256193,31458800
2019-05-08,27.717063903808594,28.001620781436742,27.703513330158902,27.764489619328675,26309200
2019-05-09,27.29700469970703,27.513808695116104,26.924372994129406,27.21570126304801,24627900
2019-05-10,27.269901275634766,27.439279544427528,26.72789133239938,27.33087755578045,25853800
2019-05-13,26.31460952758789,26.633041519135357,26.240082671310194,26.48398780657996,37158900
2019-05-14,26.402687072753906,26.6194910640592,26.253633359541226,26.4230116392802,25370700
2019-05-15,26.04360008239746,26.348481464433355,25.657417859987703,25.711620143241692,21082100
2019-05-16,25.508373260498047,25.98940701686833,25.386420676558007,25.79292756668629,33156700
2019-05-17,25.061214447021484,25.589673916861233,24.864734998411613,25.24414073696005,32718500
2019-05-20,25.55579948425293,25.691300060640362,25.000238850639416,25.149290001567156,31498400
2019-05-21,26.59916114807129,26.687238568042087,25.56934358867329,25.698070137471248,35850700
2019-05-22,26.666913986206055,27.01244450354702,26.59238713739539,26.897268525935754,21035300
2019-05-23,26.483989715576172,26.809195724541272,26.22653398928845,26.3823617070525,22949400
2019-05-24,26.572067260742188,26.7617701206308,26.470439251797497,26.7617701206308,20977300
2019-05-28,27.290224075317383,27.47992948155731,26.795639872580317,26.99889326508078,46951700
2019-05-29,27.723834991455078,27.8390135631468,27.33087873484734,27.473155866489414,33616700
2019-05-30,28.021942138671875,28.27939783949925,27.83901329212406,27.83901329212406,34993100
2019-05-31,28.218421936035156,28.597827621812367,27.974516804031293,28.021942514753444,38996200
2019-06-03,28.42844581604004,28.63847578352788,28.231966419148872,28.489422091471535,27706800
2019-06-04,28.8349609375,28.84851151080213,28.489427779564625,28.618156933681078,25510400
2019-06-05,28.15744400024414,28.8620556258313,28.015164291921845,28.85528163234321,27843000
2019-06-06,28.6046085357666,28.760436263830464,28.292950495131088,28.57750738710129,18125700
2019-06-07,28.862056732177734,29.126289009472174,28.63170217714407,28.6926784589032,23061400
2019-06-10,28.638477325439453,28.85528129764494,28.43522392456021,28.719778168889707,23477300
2019-06-11,29.370195388793945,29.390522541707334,28.882387655503234,28.97723908740677,31285600
2019-06-12,28.984006881713867,29.58699307082931,28.923030605033254,29.28211427193337,35745700
2019-06-13,29.27533721923828,29.58021859769452,29.146610674782128,29.336313494929527,26641700
2019-06-14,28.618152618408203,29.09918626781563,28.455548347808985,28.990784282251884,36764300
2019-06-17,28.61883544921875,28.94132137325326,28.474746996211643,28.756063669068155,18242700
2019-06-18,29.373598098754883,29.449071155612014,29.05111207866634,29.078558254293313,25231500
2019-06-19,29.709800720214844,29.805859704988375,29.092277553494547,29.29811860906798,23033900
2019-06-20,30.313602447509766,30.62236532968712,30.066592141767877,30.416524280705865,49358300
2019-06-21,30.4439697265625,30.5263082452011,30.11462350424142,30.128346590681183,33690000
2019-06-24,30.450824737548828,30.622359347759925,30.238120878619313,30.347902924457994,18547100
2019-06-25,29.641189575195312,30.375357705740683,29.572574141202974,30.2998820370547,36632000
2019-06-26,29.881332397460938,30.052867029613306,29.661768277698762,30.011700393039632,35440200
2019-06-27,29.977392196655273,30.107760195817335,29.291253649186217,29.627462689106824,32637300
2019-06-28,29.99798011779785,30.25871089855209,29.936227539743214,30.196958320497448,21892200
2019-07-01,30.107763290405273,30.64981080938725,30.011704302672037,30.57433776003336,24213000
2019-07-02,29.833301544189453,30.32732209974524,29.600014350444848,30.04600542058945,28271200
2019-07-03,30.107763290405273,30.23812868555593,29.716664487542186,29.805860623345268,17381700
2019-07-05,31.040910720825195,31.116383766510495,30.574336273876355,30.711561896875793,29116200
2019-07-08,31.2673282623291,31.36338722440894,31.082070570856377,31.178129532936214,20252700
2019-07-09,31.576095581054688,31.651571238418555,31.054628830582924,31.054628830582924,24164100
2019-07-10,32.06325149536133,32.378874574273446,31.932886123830833,31.946609207793617,31608700
2019-07-11,31.953475952148438,32.25537600861519,31.754495120258202,32.070120880895225,28972500
2019-07-12,31.788799285888672,32.17989803779158,31.692737693261158,32.111282614486214,19890400
2019-07-15,31.486902236938477,31.857417736202184,31.39770347954287,31.816248474924695,17460900
2019-07-16,31.370258331298828,31.70646478706931,31.267336492032133,31.51434681234332,24716600
2019-07-17,31.541793823242188,31.713328481637173,31.4182886598049,31.57610023143895,19833600
2019-07-18,32.022090911865234,32.11128967306415,31.603548516048598,31.65843824934777,21119900
2019-07-19,31.576095581054688,31.987777653607523,31.452590435806677,31.974054568867654,31782300
2019-07-22,31.692739486694336,31.857413894535068,31.569234335166513,31.788801084757797,14274100
2019-07-23,31.356536865234375,31.665299781578515,31.267338107754682,31.624130520262216,17221900
2019-07-24,31.521202087402344,31.775075219673738,31.438866199390084,31.51434185398911,15974500
2019-07-25,30.93798828125,31.37711654804851,30.759593404392202,31.370256313997064,24889700
2019-07-26,31.17813491821289,31.24675034398617,30.84192849286184,31.164411833058235,19898200
2019-07-29,31.21244239807129,31.226162865137358,30.739005144559034,31.013461599273693,17305800
2019-07-30,30.992877960205078,31.212444710691585,30.821343317651603,30.931128001600317,13609100
2019-07-31,30.533170700073242,31.226169602503823,30.12834878160054,31.164417017739808,29916500
2019-08-01,30.279296875,31.075217539051913,30.1900981249376,30.636089257838584,33397400
2019-08-02,30.135204315185547,30.491996680668347,29.84016714224356,30.40966078629874,22958500
2019-08-05,28.913881301879883,29.31870319621071,28.70804023741243,29.208921120667323,38600900
2019-08-06,29.4559326171875,29.51082234843795,28.996218358085144,29.407903120814137,28381000
2019-08-07,29.634326934814453,29.66177310860748,28.79723957341673,28.934465207559466,19560700
2019-08-08,30.375354766845703,30.375354766845703,29.88133415954336,29.93622650142625,27926700
2019-08-09,30.183238983154297,30.519445440510044,29.997981242047384,30.28615820549517,20443800
2019-08-12,29.222639083862305,30.869372545712658,28.96190571863035,29.10599417675432,28072800
2019-08-13,29.805856704711914,30.05286699350023,28.920739993101463,29.085411774019832,25571100
2019-08-14,28.3718318939209,29.07169362517356,28.32380239821435,28.948188459810666,41240400
2019-08-15,28.378692626953125,28.598256767333297,27.788613018152276,28.49533493141277,28339200
2019-08-16,28.57767105102539,28.7903723218911,28.358106929054518,28.611977454318815,29404300
2019-08-19,27.960145950317383,28.90015503221375,27.870947205821697,28.84526530919315,36012400
2019-08-20,28.05620574951172,28.364968629945086,27.617077482855784,27.77488904009708,28224800
2019-08-21,28.7972354888916,28.80409572266122,28.220879008042942,28.44730336619197,29320900
2019-08-22,28.06993293762207,28.769794696423354,28.063072702570185,28.58453694108672,27933500
2019-08-23,27.10933494567871,28.241464683116686,26.972109319550142,27.843505656003963,48837700
2019-08-26,26.683927536010742,27.280867335937796,26.471226262683967,27.205394294783314,29475000
2019-08-27,26.77998924255371,27.198534215499784,26.42319684950806,26.93094057506832,35365200
2019-08-28,27.07502555847168,27.19853070231961,26.63589732141715,26.77312554984938,19637300
2019-08-29,27.6445255279541,27.774890923014404,27.081892070982732,27.25342672536208,19795100
2019-08-30,28.124820709228516,28.2002937521582,27.864087323709512,28.02875911226086,18764900
2019-09-03,27.39750862121582,28.00817142523311,27.26714325749195,27.6513791157983,27719100
2019-09-04,28.262048721313477,28.296357746127995,27.932702498900767,28.01504101756228,20068900
2019-09-05,28.55022430419922,29.057965344462325,28.522778135155065,28.80409482433077,20749500
2019-09-06,28.90701675415039,29.133441106057184,28.86584750043518,28.92073983872213,16202200
2019-09-09,28.90701675415039,29.373591159946464,28.776648759424262,29.07168853418974,19617700
2019-09-10,28.824678421020508,29.023659222397796,28.45416560498614,28.646283555330687,17647900
2019-09-11,29.23636817932129,29.462792571869347,29.085416839348433,29.140309187488096,20085500
2019-09-12,29.49709701538086,29.675491884296214,29.298116210405826,29.579432907387112,16329600
2019-09-13,29.009937286376953,29.62060018193166,28.94132447779743,29.558850224656613,16329800
2019-09-16,29.057973861694336,29.243231630927472,28.708044264750534,28.776657090061395,14697200
2019-09-17,29.40789794921875,29.421621033970872,28.769788904004546,28.804095307179452,17311500
2019-09-18,29.23636817932129,29.407902841140903,28.90702194271697,29.277534823014815,14256800
2019-09-19,28.762924194335938,29.49709478537473,28.721757560150447,29.353003713493678,25822600
2019-09-20,28.95504379272461,28.95504379272461,28.48160657597577,28.735479692966795,25205800
2019-09-23,28.708036422729492,28.75606591080944,28.522778704102222,28.625700531365418,15708100
2019-09-24,28.591394424438477,28.78351501374819,28.39241621814819,28.77665216194549,15920100
2019-09-25,28.790374755859375,28.83154401373845,28.159128506179602,28.35124647479327,14442200
2019-09-26,28.996213912963867,29.057966487035984,28.756066467911676,29.03052293432348,15040000
2019-09-27,28.97563362121582,29.160891362786387,28.73548615107497,28.941327213683003,15712600
2019-09-30,28.90701675415039,29.03052189788528,28.762925674852525,28.900153903159147,21562100
2019-10-01,28.598255157470703,28.8178192854911,28.50219617863814,28.69431413630327,20476000
2019-10-02,27.980730056762695,28.262046765864127,27.829781351149613,28.234603212286885,30159200
2019-10-03,28.2689151763916,28.40614344090743,27.774894471099195,28.01504458835476,28788300
2019-10-04,28.893293380737305,28.948183101064778,28.412995895170948,28.47474846642106,23645900
2019-10-07,28.0424861907959,28.852130015797606,28.035625955883898,28.721764613179495,26483800
2019-10-08,27.843503952026367,28.433580913536154,27.843503952026367,28.18657323117458,29775800
2019-10-09,28.220882415771484,28.40614015885139,27.898396424031155,28.20715932916433,17952200
2019-10-10,28.24831771850586,28.59824978122385,28.015033166574362,28.13167544254011,20853600
2019-10-11,28.97563362121582,29.208920856814558,28.611980990027924,28.639427163018627,37347000
2019-10-14,28.90701675415039,28.927600072302624,28.714896187556818,28.797234694987242,15649600
2019-10-15,28.680593490600586,28.975633303487626,28.680593490600586,28.85899099567284,17852000
2019-10-16,29.064830780029297,29.07169101419501,28.351246025890006,28.392415283117227,29023100
2019-10-17,28.84526824951172,29.380455536217987,28.735486174869123,29.277533696123186,23602000
2019-10-18,29.10599708557129,29.22950223842355,28.913879122205966,29.009938103888626,21746900
2019-10-21,29.366735458374023,29.373598311036048,28.893300703738365,28.961913525890296,22276400
2019-10-22,30.087175369262695,30.231266458777963,29.572571439680704,29.579434291158588,32731600
2019-10-23,30.505714416503906,30.5743298309553,29.99797343661576,30.039140067876165,30147500
2019-10-24,30.279296875,30.71842515621333,30.1900981249376,30.71156230452567,18791200
2019-10-25,30.649805068969727,30.800756374227984,30.423380728492962,30.491993530477288,26030500
2019-10-28,30.96543312072754,31.095798501386565,30.828204888901247,30.889957462352537,18366000
2019-10-29,30.615503311157227,30.937989287695473,30.58805975664775,30.78703795954378,16062000
2019-10-30,31.06835174560547,31.082074830270372,30.196955499965057,30.416522237192698,24002100
2019-10-31,30.601781845092773,30.7664562679217,30.21754588751053,30.73901009454835,27495700
2019-11-01,30.93798828125,31.20558190524216,30.69784082828548,30.97915753779146,36244000
2019-11-04,30.88995933532715,31.27419788425643,30.869376015398945,31.239888861161457,16092600
2019-11-05,31.047771453857422,31.21244586847796,30.896820125239515,31.040911219561618,19556200
2019-11-06,30.42337989807129,30.79389530045872,30.046004262636934,30.293014530895217,29910100
2019-11-07,30.55374526977539,30.773309371057397,30.382210652060667,30.48513246965372,23364200
2019-11-08,29.517684936523438,30.148931236015407,29.442209266494785,29.936229930383263,40974000
2019-11-11,29.929367065429688,29.991119648389486,29.48337851508554,29.510822071747835,19863000
2019-11-12,29.3598690032959,29.455927980923263,29.133442026822113,29.414758725906893,40625500
2019-11-13,29.09227180480957,29.236360253497732,28.7492025741746,29.016796155284194,36017800
2019-11-14,29.14716911315918,29.256951190862914,28.92074472301262,29.092279383012908,21983100
2019-11-15,29.517684936523438,29.593160606552093,29.34615027460785,29.40790285759391,19268000
2019-11-18,28.961904525756836,29.401032732854077,28.907014808574967,29.38731226661654,27592900
2019-11-19,28.817813873291016,28.989348479679652,28.694308747298365,28.968765164484335,14172300
2019-11-20,28.790374755859375,29.064831240231197,28.653146513673462,28.783514521585037,17550500
2019-11-21,29.34615135192871,29.34615135192871,28.804101172197665,28.996219163024335,21463200
2019-11-22,29.613737106323242,29.737242243843607,29.407896082926175,29.60687687308794,17604000
2019-11-25,29.304977416992188,29.586294123312374,29.27067101230161,29.469651823882227,19792600
2019-11-26,28.886432647705078,28.934462138042058,28.474750554127837,28.879572413690187,35957800
2019-11-27,28.886432647705078,29.00307756524554,28.50219672500923,28.769790347575526,17854600
2019-11-29,29.140308380126953,29.353009679746993,29.071692946853428,29.23636736929873,12996700
2019-12-02,29.551992416381836,29.648051411749925,29.407903923329705,29.551992416381836,22724300
2019-12-03,29.586294174194336,29.6549096011044,29.38045312828596,29.565710854826772,11465600
2019-12-04,29.922502517700195,30.08031406975972,29.86761017746514,29.915639666465392,16684100
2019-12-05,30.19695281982422,30.368487436794705,29.970528486476653,30.03228105328245,18898500
2019-12-06,30.677257537841797,30.739010119275928,30.38221771736886,30.471416472198417,22502500
2019-12-09,30.594919204711914,30.787037168396395,30.471414051654477,30.505720456968,19348200
2019-12-10,30.47141456604004,30.601779955396488,30.32732609084433,30.56747354950384,14702500
2019-12-11,30.821340560913086,30.84878672944541,30.601776447475878,30.773311074686866,18237900
2019-12-12,31.42514419555664,31.480036534392486,30.95170955144599,30.986015954513004,32938800
2019-12-13,31.349668502807617,31.7133237036557,31.150690318280297,31.294778781444805,31512800
2019-12-16,31.660301208496094,31.889621583411778,31.590808177545828,31.701994376178178,31379300
2019-12-17,31.639450073242188,31.743688287962147,31.43792692281174,31.528263881288595,22327800
2019-12-18,32.09809112548828,32.13283896180769,31.778431178096408,31.840973572228535,31047500
2019-12-19,32.34825897216797,32.41080136295559,31.931311467508884,31.931311467508884,26323000
2019-12-20,32.13978958129883,32.29267159083455,32.02165541093973,32.22317856336925,29466500
2019-12-23,32.45249557495117,32.48029278079566,32.24402183289243,32.38995318724481,25643900
2019-12-24,32.424705505371094,32.4941958843888,32.34826449791879,32.45945069487995,2671200
2019-12-26,33.14046859741211,33.14046859741211,32.68182517431904,32.68182517431904,18172400
2019-12-27,32.876399993896484,33.077923147716184,32.78606038301237,33.02927935359888,19300700
2019-12-30,32.867340087890625,33.215511057770115,32.81163145766973,33.145875269994,22963000
2019-12-31,33.04142761230469,33.05535477071956,32.74896259826006,32.93001300131956,12361700
2020-01-02,33.70991516113281,33.75865888724864,33.22944015099085,33.25729181139,32603400
2020-01-03,33.41745376586914,33.61242867594195,33.271219926980606,33.31300140328218,25873100
2020-01-06,32.902164459228516,33.27818983342565,32.85342072438826,32.909126711490984,29152000
2020-01-07,32.88126754760742,33.02749871878051,32.4773879437956,32.57487539124432,16933300
2020-01-08,32.735042572021484,33.11803287104021,32.56095703840732,32.74200748091334,20006400
2020-01-09,32.48435592651367,32.72807456821145,32.35901415183083,32.60969770119652,21390400
2020-01-10,32.21974563598633,32.93697706771313,32.17100190701464,32.77681872161559,21494000
2020-01-13,32.4982795715332,32.60273193312368,32.261525843751414,32.28241525353595,16496300
2020-01-14,32.60272979736328,32.65147352122332,32.31722970489714,32.49827744261534,15596400
2020-01-15,31.85764503479004,32.331157785518755,31.850682783897174,32.27544915304065,24454600
2020-01-16,31.948171615600586,32.17796309367275,31.648744343920256,32.094402797676864,21051900
2020-01-17,32.56094741821289,32.616656047550734,32.10136185151029,32.3729374350318,30371300
2020-01-21,31.801944732666016,32.37990999251929,31.78802022723284,32.35205566898394,24647200
2020-01-22,32.386863708496094,32.39382861571133,32.101363608348976,32.212778216788486,17764500
2020-01-23,32.76985168457031,32.86037422153577,32.03869054410383,32.21277602396087,20861500
2020-01-24,32.37294387817383,32.70718775172402,32.240637185330456,32.6375519511922,17432500
2020-01-27,31.161306381225586,31.537331721446588,31.14737922162472,31.363246210936946,33508800
2020-01-28,31.8715763092041,31.93424720066918,31.34931976577319,31.558221851878724,19273700
2020-01-29,31.307540893554688,31.850689550267717,31.29361373247647,31.774091492504702,20125500
2020-01-30,31.203088760375977,31.2379053322157,30.353550594549073,30.639050733769466,33372200
2020-01-31,30.471927642822266,30.729576119832036,30.256063302391702,30.625123747386542,32579400
2020-02-03,30.9384765625,31.203087277306558,30.76439105524143,30.771353306744796,21865600
2020-02-04,31.14041519165039,31.488586192786613,31.049889987581473,31.349317261065337,24420900
2020-02-05,31.32843017578125,31.781050917045146,31.258794376586252,31.69749061434528,25665500
2020-02-06,30.757423400878906,31.683559491834288,30.6460087924357,31.683559491834288,30893800
2020-02-07,30.207313537597656,30.57637390888778,30.17945922299706,30.54155734380386,26130000
2020-02-10,29.935747146606445,30.102867758028264,29.726842397827834,30.05412402500238,32519100
2020-02-11,30.576374053955078,30.63904493393693,30.32569053402766,30.388361414009516,28919800
2020-02-12,30.71565055847168,31.105600435718483,30.52067561984828,30.66690682381583,23323500
2020-02-13,30.409257888793945,30.708685200921682,30.367479063319372,30.611197733035308,22242500
2020-02-14,30.541566848754883,30.74350670795516,30.34659189853915,30.74350670795516,19206400
2020-02-18,30.16554069519043,30.242138754087744,29.90092994345454,30.15161353390597,20304600
2020-02-19,30.576374053955078,30.59030121132145,30.32569053402766,30.339617691394036,16095500
2020-02-20,29.83129119873047,30.388364263961858,29.817364040057946,30.269987399746274,29010400
2020-02-21,29.566680908203125,29.74076640953216,29.309035110009656,29.441339134739504,28883300
2020-02-24,28.090436935424805,28.529133147774868,27.86760770357518,28.480389419328638,40702800
2020-02-25,27.693523406982422,28.466463500789608,27.34535238500326,28.44557143316368,35755900
2020-02-26,27.29660415649414,28.20184813320689,27.143408082040075,27.86063941910474,60971400
2020-02-27,26.307804107666016,27.512475641124237,26.161572901853397,26.572414853661005,64789800
2020-02-28,26.711681365966797,26.753460188761178,25.479155623184614,25.7576935047063,57037100
2020-03-02,27.428911209106445,27.505509254829526,26.6211545878762,26.899692452990333,58050300
2020-03-03,26.80220603942871,28.090437738929054,26.57241189332285,27.33838706767429,63787600
2020-03-04,27.00414276123047,27.247864062713703,26.53062997379711,27.164301107519105,32017500
2020-03-05,25.52789878845215,26.349582598769906,25.026531675354114,26.2242408204954,54432300
2020-03-06,24.44160270690918,24.901188312559878,24.100396620466782,24.392858980274553,75505100
2020-03-09,20.74403190612793,22.032263735400992,20.74403190612793,21.328958051304795,73650500
2020-03-10,22.846982955932617,22.867872366801475,21.47518830708478,22.17153033694313,47720100
2020-03-11,20.667434692382812,22.36650853835638,19.448835961258045,22.213313747440893,76176800
2020-03-12,17.227502822875977,18.801236076027195,16.475453432961572,17.290173716049438,72411400
2020-03-13,20.2635555267334,20.5003119487522,17.58960173654106,20.472457627024266,61942200
2020-03-16,15.584134101867676,17.90991659650854,15.563244690921032,16.997708905884043,61370300
2020-03-17,17.61745262145996,17.965623632383416,16.155135438115057,16.87236687059049,50296100
2020-03-18,14.894755363464355,16.210842682710624,14.19144976479668,15.423975457357866,38725100
2020-03-19,15.458794593811035,16.18995324117804,14.0243289632586,14.546585519425633,49162100
2020-03-20,15.54931926727295,16.865405430506446,15.347380745966635,16.51027079493275,45808500
2020-03-23,14.497840881347656,15.166329922143413,14.16359702503329,14.839048317356118,50448200
2020-03-24,16.24566078186035,16.50330793757601,15.737331378822754,15.890526159306555,38398900
2020-03-25,17.4364070892334,18.00044382700664,16.05068512017036,16.18299049308854,45768900
2020-03-26,18.23023223876953,18.425207132339143,17.512999560971302,17.98651229364067,42902500
2020-03-27,16.565977096557617,17.45729402154411,16.559013517060286,16.823622897123904,54952700
2020-03-30,16.712207794189453,16.98378074583161,16.440634842547297,16.893256871339872,36712500
2020-03-31,16.405818939208984,16.99074638932146,16.189953267528725,16.69828266426522,25303900
2020-04-01,15.716439247131348,15.876597593666647,15.347378824955829,15.486646432660306,24245700
2020-04-02,16.057647705078125,16.454562471056647,15.709476671319129,15.883562188198628,26836500
2020-04-03,15.173294067382812,15.834818224974056,14.852976030350584,15.737330761957194,28789200
2020-04-06,16.3361873626709,16.760956529377403,15.974090428339826,16.301370783963005,33005300
2020-04-07,17.05341339111328,17.95169510172997,16.99770609086962,17.902950051870818,39329600
2020-04-08,17.861175537109375,17.965626591959804,16.955931290849335,17.032528022717134,25857600
2020-04-09,17.861175537109375,18.571444835159866,17.721907906697872,18.25809034244135,27283300
2020-04-13,17.72886848449707,17.756722804848412,17.10912446651779,17.457295501906977,18622700
2020-04-14,17.965625762939453,18.418249193350473,17.937772769409314,18.13274903678894,20940300
